Frequency (Hz),Rel. amplitude (a.u.)
0.709159511,0.082398744
0.709159511,0.082152915
0.709159344,0.082044042
0.709159511,0.081937178
0.709159344,0.08183471
0.709159511,0.081751037
0.709159344,0.081678333
0.709159511,0.081622454
0.709159253,0.08158462
0.70915942,0.081555168
0.709159253,0.081562758
0.70915942,0.081576851
0.709159253,0.081604786
0.70915942,0.081640316
0.709159253,0.081673839
0.70915942,0.081718239
0.709159253,0.08175547
0.70915942,0.08179745
0.70915942,0.08184825
0.709159253,0.081872917
0.70915942,0.081879522
0.709159253,0.081869845
0.70915942,0.081842348
0.709159253,0.081793123
0.709159253,0.08174047
0.709159253,0.081684544
0.709159253,0.081603087
0.709159253,0.081400361
0.70915942,0.081296665
0.709159253,0.081177039
0.70915942,0.08105693
0.709159253,0.080939081
0.70915942,0.080817146
0.709159253,0.080701072
0.70915942,0.080589569
0.709159253,0.080496383
0.709159253,0.08032891
0.709159253,0.080270001
0.709159253,0.080209171
0.709159253,0.080168343
0.709159253,0.080145186
0.709159253,0.080132608
0.709159253,0.080135617
0.70915933,0.080146778
0.709159497,0.080168919
0.709159497,0.080232802
0.70915933,0.080265981
0.709159497,0.080307304
0.70915933,0.08035149
0.70915933,0.080387193
0.70915933,0.080409348
0.70915933,0.080421724
0.70915933,0.080429174
0.70915935,0.080401461
0.70915935,0.08036572
0.70915935,0.080324696
0.70915935,0.080252423
0.70915935,0.080178983
0.70915935,0.080082683
0.709159518,0.079978719
0.70915935,0.079869008
0.70915935,0.079759844
0.70915935,0.079524235
0.70915935,0.079410679
0.70915935,0.079306021
0.70915935,0.079190291
0.70915935,0.079086269
0.70915935,0.078988895
0.70915935,0.078902588
0.70915935,0.078828846
0.70915935,0.078771084
0.70915935,0.078691903
0.709159183,0.078677732
0.70915935,0.078675479
0.70915935,0.078682666
0.70915935,0.078708288
0.70915935,0.07873612
0.70915935,0.078769179
0.70915935,0.078802836
0.70915935,0.078888728
0.70915935,0.078924134
0.70915935,0.078956469
0.70915935,0.07897776
0.70915935,0.078992021
0.709159183,0.078988631
0.70915935,0.078980479
0.709159183,0.078962648
0.70915935,0.078917668
0.709159357,0.078767904
0.709159357,0.078684463
0.709159357,0.0785863
0.709159357,0.078480547
0.709159357,0.078361783
0.709159357,0.078240697
0.709159357,0.078122877
0.709159357,0.078000867
0.70915919,0.077895972
0.70915919,0.077684589
0.709159364,0.077584846
0.709159197,0.077504285
0.709159364,0.077434657
0.709159197,0.077377493
0.709159364,0.077329308
0.709159197,0.077300642
0.709159364,0.077282039
0.709159364,0.077282951
0.709159364,0.077293494
0.709159197,0.077315226
0.709159364,0.077344367
0.709159197,0.077376439
0.709159364,0.077412728
0.709159197,0.07745152
0.709159364,0.077489114
0.709159197,0.077528083
0.709159197,0.077578125
0.709159364,0.077595236
0.709159197,0.077599862
0.709159197,0.077600794
0.709159197,0.077569953
0.709159197,0.077539602
0.709159364,0.077483781
0.709159197,0.07740711
0.709159364,0.077324548
0.709159364,0.077124977
0.709159197,0.07702761
0.709159364,0.076905267
0.709159197,0.076793247
0.709159197,0.076676318
0.709159197,0.076568062
0.709159197,0.076458054
0.709159197,0.076359996
0.709159197,0.076265813
0.709159197,0.076114305
0.709159344,0.076053719
0.709159176,0.076008245
0.709159344,0.075979019
0.709159176,0.075966484
0.709159344,0.075968402
0.709159176,0.075983955
0.709159176,0.076007818
0.709159176,0.076082412
0.709159176,0.07612246
0.709159176,0.076168008
0.709159295,0.07621309
0.709159295,0.076245703
0.709159295,0.076267237
0.709159295,0.076283469
0.709159462,0.076289792
0.709159295,0.076280991
0.709159295,0.076220905
